# FinGuard Sample Transactions CSV
# Format: timestamp, transactionId, accountId, type, amount, location, deviceId
1772171745, FRD001_HV1, FRD001, DEBIT, 56000, Mumbai, DEV10
1772174852, TXN002695, ACC602, DEBIT, 27701.15, Chennai, DEV23
1772172026, TXN002696, ACC602, CREDIT, 8387.45, Ahmedabad, DEV22
1772173110, TXN002697, ACC603, DEBIT, 27646.78, Jaipur, DEV23
1772173342, TXN002698, ACC605, CREDIT, 9855.41, Jaipur, DEV21
1772172176, TXN002699, ACC501, CREDIT, 24630.59, Kolkata, DEV12
1772174372, TXN002700, ACC605, DEBIT, 3072, Hyderabad, DEV23
1772173050, TXN002701, ACC501, DEBIT, 29444.65, Kolkata, DEV10
1772172942, TXN002702, ACC601, DEBIT, 15528.56, Delhi, DEV14
1772173821, TXN002703, ACC503, CREDIT, 13975.86, Mumbai, DEV22
1772174719, TXN002704, ACC504, CREDIT, 10647.26, Ahmedabad, DEV25
1772172779, TXN002705, ACC604, CREDIT, 29504.7, Jaipur, DEV25
1772174536, TXN002706, ACC602, DEBIT, 9144.62, Chennai, DEV23
1772172801, TXN002707, ACC505, DEBIT, 12504.33, Ahmedabad, DEV24
1772172341, TXN002708, ACC603, CREDIT, 17266.41, Pune, DEV10
1772174412, TXN002709, ACC502, CREDIT, 2087.44, Lucknow, DEV10
1772172970, TXN002710, ACC504, CREDIT, 10444.97, Hyderabad, DEV12
1772172172, TXN002711, ACC505, CREDIT, 20828.55, Pune, DEV11
1772172218, TXN002712, ACC604, DEBIT, 15856.52, Lucknow, DEV23
1772174325, TXN002713, ACC605, CREDIT, 26153.95, Bangalore, DEV13
1772173970, TXN002714, ACC503, DEBIT, 25022.62, Bangalore, DEV12
1772175194, TXN002715, ACC603, DEBIT, 29858.71, Ahmedabad, DEV12
1772174734, TXN002716, ACC501, CREDIT, 23112.09, Ahmedabad, DEV13
1772174466, TXN002717, ACC501, CREDIT, 23006.21, Delhi, DEV10
1772173961, TXN002718, ACC501, DEBIT, 28664.97, Ahmedabad, DEV14
1772174703, TXN002719, ACC501, CREDIT, 15093.13, Kolkata, DEV21
1772172013, TXN002720, ACC604, DEBIT, 24917.77, Bangalore, DEV24
1772175124, TXN002721, ACC604, CREDIT, 8490.61, Kolkata, DEV25
1772174412, TXN002722, ACC504, CREDIT, 23690.81, Bangalore, DEV14
1772174218, TXN002723, ACC602, CREDIT, 5535.89, Bangalore, DEV14
1772171847, TXN002724, ACC601, DEBIT, 9701.56, Kolkata, DEV23
1772173094, TXN002725, ACC503, DEBIT, 25868.69, Hyderabad, DEV12
1772173558, TXN002726, ACC605, DEBIT, 2682.72, Jaipur, DEV13
1772172438, TXN002727, ACC603, CREDIT, 27687.31, Delhi, DEV14
1772174120, TXN002728, ACC504, CREDIT, 29904.71, Kolkata, DEV24
1772172392, TXN002729, ACC602, CREDIT, 20310.25, Bangalore, DEV10
1772172732, TXN002730, ACC502, CREDIT, 19029.75, Hyderabad, DEV12
1772174542, TXN002731, ACC601, CREDIT, 17325.27, Mumbai, DEV14
1772174925, TXN002732, ACC504, DEBIT, 28127.03, Kolkata, DEV12
1772171826, TXN002733, ACC601, DEBIT, 2032.36, Jaipur, DEV22
1772174539, TXN002734, ACC601, DEBIT, 20280.97, Hyderabad, DEV14
1772173766, TXN002735, ACC505, DEBIT, 26471.66, Bangalore, DEV12
1772174007, TXN002736, ACC605, CREDIT, 6486.33, Delhi, DEV21
1772174598, TXN002737, ACC503, CREDIT, 14996.33, Hyderabad, DEV25
1772173127, TXN002738, ACC605, DEBIT, 6283.52, Chennai, DEV13
1772174734, TXN002739, ACC602, DEBIT, 28873.53, Mumbai, DEV13
1772172397, TXN002740, ACC504, CREDIT, 14066.04, Hyderabad, DEV14
1772172846, TXN002741, ACC603, CREDIT, 8676.42, Chennai, DEV23
1772174390, TXN002742, ACC601, CREDIT, 24921.86, Jaipur, DEV22
1772173746, TXN002743, ACC604, DEBIT, 2258.56, Pune, DEV25
1772172758, TXN002744, ACC503, DEBIT, 10694.51, Hyderabad, DEV10
1772174419, TXN002745, ACC503, DEBIT, 11839.85, Kolkata, DEV12
1772174347, TXN002746, ACC504, CREDIT, 6293.34, Hyderabad, DEV10
1772172126, TXN002747, ACC603, CREDIT, 14446.78, Hyderabad, DEV10
1772172853, TXN002748, ACC503, CREDIT, 17547.89, Jaipur, DEV12
1772172552, TXN002749, ACC503, DEBIT, 17723.43, Bangalore, DEV13
1772175220, TXN002750, ACC503, CREDIT, 8604.66, Chennai, DEV10
1772174195, TXN002751, ACC601, CREDIT, 12602.75, Bangalore, DEV14
1772172950, TXN002752, ACC601, CREDIT, 11654.1, Bangalore, DEV21
1772173880, TXN002753, ACC503, CREDIT, 3483.58, Pune, DEV25
1772173241, TXN002754, ACC505, CREDIT, 1069.7, Hyderabad, DEV25
1772172143, TXN002755, ACC504, DEBIT, 10117.59, Bangalore, DEV24
1772174672, TXN002756, ACC502, DEBIT, 1521.5, Ahmedabad, DEV11
1772172435, TXN002757, ACC604, CREDIT, 7240.36, Chennai, DEV14
1772172828, TXN002758, ACC603, CREDIT, 27419.36, Hyderabad, DEV24
1772174912, TXN002759, ACC605, CREDIT, 14114.17, Kolkata, DEV12
1772174435, TXN002760, ACC603, DEBIT, 15596.71, Kolkata, DEV12
1772172155, TXN002761, ACC505, CREDIT, 20881.78, Kolkata, DEV25
1772173837, TXN002762, ACC505, CREDIT, 26122.78, Jaipur, DEV22
1772174203, TXN002763, ACC605, CREDIT, 7124.62, Kolkata, DEV12
1772173595, TXN002764, ACC503, CREDIT, 1539.32, Kolkata, DEV13
1772174290, TXN002765, ACC601, DEBIT, 20551.43, Kolkata, DEV13
1772173296, TXN002766, ACC605, DEBIT, 13834.68, Kolkata, DEV24
1772174138, TXN002767, ACC505, DEBIT, 10332.28, Mumbai, DEV24
1772171822, TXN002768, ACC503, CREDIT, 19309.07, Bangalore, DEV23
1772174873, TXN002769, ACC505, CREDIT, 2945.96, Mumbai, DEV13
1772174981, TXN002770, ACC603, DEBIT, 3003.52, Kolkata, DEV21
1772172134, TXN002771, ACC503, DEBIT, 24277.27, Mumbai, DEV11
1772172915, TXN002772, ACC604, CREDIT, 8571.27, Kolkata, DEV11
1772172163, TXN002773, ACC603, DEBIT, 21682.89, Mumbai, DEV12
1772174613, TXN002774, ACC605, DEBIT, 27467.36, Mumbai, DEV25
1772173940, TXN002775, ACC501, CREDIT, 18067.09, Bangalore, DEV14
1772175040, TXN002776, ACC502, CREDIT, 29616.65, Bangalore, DEV25
1772172657, TXN002777, ACC604, DEBIT, 22365.58, Mumbai, DEV14
1772171795, TXN002778, ACC603, DEBIT, 29059.38, Lucknow, DEV23
1772171947, TXN002779, ACC602, CREDIT, 6285.41, Hyderabad, DEV23
1772171832, TXN002780, ACC503, CREDIT, 2936.61, Jaipur, DEV11
1772173437, TXN002781, ACC605, DEBIT, 12316.18, Jaipur, DEV10
1772171853, TXN002782, ACC502, CREDIT, 14206.75, Mumbai, DEV10
1772173874, TXN002783, ACC505, CREDIT, 19677.46, Pune, DEV13
1772175194, TXN002784, ACC604, DEBIT, 9277.47, Jaipur, DEV13
1772172141, TXN002785, ACC502, CREDIT, 14112.69, Kolkata, DEV10
1772171995, TXN002786, ACC502, CREDIT, 14211.53, Chennai, DEV10
1772174803, TXN002787, ACC501, CREDIT, 2648.13, Pune, DEV21
1772174828, TXN002788, ACC501, DEBIT, 8814.45, Pune, DEV25
1772173744, TXN002789, ACC603, DEBIT, 20826.67, Chennai, DEV12
1772172372, TXN002790, ACC502, CREDIT, 1481, Kolkata, DEV21
1772174834, TXN002791, ACC501, CREDIT, 25855.9, Delhi, DEV22
1772172161, TXN002792, ACC602, DEBIT, 25813.07, Hyderabad, DEV11
1772171783, TXN002793, ACC505, DEBIT, 9203.04, Delhi, DEV24
1772173792, TXN002794, ACC502, DEBIT, 6595.28, Lucknow, DEV12
1772172088, TXN002795, ACC604, CREDIT, 23770.66, Lucknow, DEV22
1772174790, TXN002796, ACC504, CREDIT, 20764.31, Delhi, DEV21
1772174801, TXN002797, ACC503, CREDIT, 17720.93, Delhi, DEV24
1772174539, TXN002798, ACC505, DEBIT, 21689.82, Chennai, DEV14
1772173516, TXN002799, ACC504, CREDIT, 22276.88, Pune, DEV12
1772171915, TXN002800, ACC602, DEBIT, 2830.58, Kolkata, DEV25
1772174839, TXN002801, ACC601, DEBIT, 4051.99, Ahmedabad, DEV23
1772174083, TXN002802, ACC505, CREDIT, 6492.32, Jaipur, DEV14
1772172282, TXN002803, ACC603, DEBIT, 982.02, Bangalore, DEV13
1772174860, TXN002804, ACC602, DEBIT, 13113.36, Pune, DEV12
1772171980, TXN002805, ACC601, DEBIT, 30198.3, Chennai, DEV14
1772171951, TXN002806, ACC604, CREDIT, 11033.84, Ahmedabad, DEV10
1772174447, TXN002807, ACC502, CREDIT, 22606.02, Delhi, DEV11
1772174839, TXN002808, ACC501, DEBIT, 7346.33, Hyderabad, DEV14
1772173230, TXN002809, ACC602, DEBIT, 26482.17, Bangalore, DEV21
1772173172, TXN002810, ACC602, CREDIT, 21795.24, Chennai, DEV13
1772174442, TXN002811, ACC503, DEBIT, 2213.3, Lucknow, DEV24
1772173210, TXN002812, ACC502, CREDIT, 10466.77, Ahmedabad, DEV25
1772174808, TXN002813, ACC602, DEBIT, 3204.81, Jaipur, DEV25
1772175140, TXN002814, ACC602, DEBIT, 24894.33, Hyderabad, DEV11
1772174440, TXN002815, ACC601, CREDIT, 10670.77, Ahmedabad, DEV25
1772175151, TXN002816, ACC504, DEBIT, 18016.89, Hyderabad, DEV14
1772174432, TXN002817, ACC501, DEBIT, 30077.94, Pune, DEV13
1772173302, TXN002818, ACC601, CREDIT, 12757.68, Mumbai, DEV24
1772171837, TXN002819, ACC601, DEBIT, 664.34, Bangalore, DEV12
1772172580, TXN002820, ACC602, DEBIT, 27432.46, Bangalore, DEV11
1772172670, TXN002821, ACC601, CREDIT, 6895.45, Kolkata, DEV14
1772174686, TXN002822, ACC505, DEBIT, 10028.74, Bangalore, DEV12
1772173316, TXN002823, ACC601, CREDIT, 15672.45, Kolkata, DEV14
1772174313, TXN002824, ACC604, CREDIT, 3951.85, Jaipur, DEV13
1772171939, TXN002825, ACC602, DEBIT, 23378.65, Lucknow, DEV14
1772172946, TXN002826, ACC602, DEBIT, 16205.92, Lucknow, DEV23
1772173336, TXN002827, ACC501, DEBIT, 8163.99, Kolkata, DEV24
1772172135, TXN002828, ACC604, CREDIT, 25615.39, Chennai, DEV25
1772173291, TXN002829, ACC603, DEBIT, 5568.17, Lucknow, DEV23
1772171992, TXN002830, ACC605, DEBIT, 9049.9, Pune, DEV14
1772172467, TXN002831, ACC504, CREDIT, 16381.6, Bangalore, DEV21
1772172820, TXN002832, ACC603, DEBIT, 19491.53, Hyderabad, DEV10
1772175154, TXN002833, ACC604, DEBIT, 1456.88, Jaipur, DEV21
1772174396, TXN002834, ACC502, DEBIT, 12002.04, Jaipur, DEV11
1772174403, TXN002835, ACC602, CREDIT, 6430.91, Bangalore, DEV24
1772174695, TXN002836, ACC501, CREDIT, 21063.2, Pune, DEV12
1772175194, TXN002837, ACC602, CREDIT, 3443.86, Lucknow, DEV24
1772173015, TXN002838, ACC505, CREDIT, 16627.01, Ahmedabad, DEV13
1772172813, TXN002839, ACC601, CREDIT, 6998.81, Pune, DEV22
1772173211, TXN002840, ACC501, CREDIT, 7524.04, Chennai, DEV24
1772172824, TXN002841, ACC505, DEBIT, 28616.76, Mumbai, DEV12
1772175112, TXN002842, ACC603, CREDIT, 18868.59, Bangalore, DEV11
1772171964, TXN002843, ACC605, CREDIT, 18599.39, Kolkata, DEV23
1772173792, TXN002844, ACC504, CREDIT, 3261.84, Jaipur, DEV22
1772173510, TXN002845, ACC502, CREDIT, 17341.51, Hyderabad, DEV14
1772172947, TXN002846, ACC501, DEBIT, 4105.77, Jaipur, DEV23
1772171673, TXN002847, ACC502, DEBIT, 1244.65, Bangalore, DEV24
1772172725, TXN002848, ACC502, CREDIT, 21660.69, Lucknow, DEV10
1772174172, TXN002849, ACC602, DEBIT, 11052.56, Chennai, DEV23
1772172890, TXN002850, ACC602, CREDIT, 30074.05, Lucknow, DEV10
1772173516, TXN002851, ACC601, CREDIT, 14638.02, Lucknow, DEV22
1772174321, TXN002852, ACC504, CREDIT, 20208.93, Hyderabad, DEV13
1772172948, TXN002853, ACC603, DEBIT, 10795.44, Lucknow, DEV24
1772172059, TXN002854, ACC505, CREDIT, 4670.17, Pune, DEV23
1772172589, TXN002855, ACC602, DEBIT, 25756.45, Ahmedabad, DEV21
1772172104, TXN002856, ACC501, DEBIT, 27549.77, Chennai, DEV12
1772172082, TXN002857, ACC602, DEBIT, 6134.68, Chennai, DEV21
1772172619, TXN002858, ACC504, DEBIT, 17132.54, Lucknow, DEV22
1772172952, TXN002859, ACC505, CREDIT, 9545.2, Bangalore, DEV22
1772172915, TXN002860, ACC604, DEBIT, 5507.1, Ahmedabad, DEV23
1772174076, TXN002861, ACC503, DEBIT, 22865.97, Mumbai, DEV21
1772172690, TXN002862, ACC502, CREDIT, 23048.9, Hyderabad, DEV10
1772175204, TXN002863, ACC602, DEBIT, 14147.64, Delhi, DEV14
1772172414, TXN002864, ACC602, DEBIT, 27265.4, Bangalore, DEV12
1772173650, TXN002865, ACC505, CREDIT, 16513.45, Delhi, DEV10
1772172211, TXN002866, ACC504, CREDIT, 3768, Delhi, DEV11
1772172314, TXN002867, ACC602, DEBIT, 8390.23, Mumbai, DEV11
1772172192, TXN002868, ACC503, CREDIT, 9050.32, Ahmedabad, DEV21
1772172325, TXN002869, ACC605, CREDIT, 24656.34, Chennai, DEV12
1772174877, TXN002870, ACC505, DEBIT, 24500.35, Mumbai, DEV11
1772173924, TXN002871, ACC503, CREDIT, 12397.17, Delhi, DEV24
1772173646, TXN002872, ACC603, DEBIT, 23763.14, Ahmedabad, DEV10
1772173186, TXN002873, ACC501, DEBIT, 27182.61, Bangalore, DEV10
1772172242, TXN002874, ACC501, CREDIT, 679.52, Jaipur, DEV24
1772172300, TXN002875, ACC604, DEBIT, 12736.66, Ahmedabad, DEV13
1772171828, TXN002876, ACC501, CREDIT, 4629.45, Pune, DEV12
1772171908, TXN002877, ACC503, CREDIT, 26627.57, Chennai, DEV13
1772173517, TXN002878, ACC502, CREDIT, 16339.51, Pune, DEV21
1772173629, TXN002879, ACC604, CREDIT, 1210.1, Chennai, DEV11
1772175233, TXN002880, ACC603, CREDIT, 2700.84, Chennai, DEV11
1772173821, TXN002881, ACC502, CREDIT, 6323.94, Kolkata, DEV13
1772172178, TXN002882, ACC502, CREDIT, 25025.32, Hyderabad, DEV11
1772173651, TXN002883, ACC604, DEBIT, 21568.71, Mumbai, DEV25
1772172982, TXN002884, ACC601, CREDIT, 12779.62, Lucknow, DEV12
1772171925, TXN002885, ACC604, DEBIT, 23069.33, Delhi, DEV22
1772174534, TXN002886, ACC604, CREDIT, 25210.08, Kolkata, DEV12
1772172990, TXN002887, ACC502, DEBIT, 20630.43, Bangalore, DEV14
1772171842, TXN002888, ACC505, CREDIT, 4061.79, Lucknow, DEV21
1772175215, TXN002889, ACC501, CREDIT, 3270.42, Hyderabad, DEV22
1772171936, TXN002890, ACC504, DEBIT, 2959.83, Chennai, DEV10
1772171917, TXN002891, ACC601, DEBIT, 2152.09, Lucknow, DEV23
1772172491, TXN002892, ACC503, CREDIT, 5164.64, Mumbai, DEV12
1772173388, TXN002893, ACC605, DEBIT, 12987.1, Delhi, DEV13
1772173318, TXN002894, ACC601, CREDIT, 5803.5, Bangalore, DEV10
1772172610, TXN002895, ACC502, DEBIT, 12372.59, Mumbai, DEV14
1772173489, TXN002896, ACC503, DEBIT, 27356.09, Jaipur, DEV11
1772174213, TXN002897, ACC504, DEBIT, 10215.23, Delhi, DEV24
1772171723, TXN002898, ACC603, DEBIT, 27290.9, Hyderabad, DEV13
1772174990, TXN002899, ACC603, CREDIT, 22261.37, Delhi, DEV24
1772174616, TXN002900, ACC501, DEBIT, 5168.2, Lucknow, DEV23
1772175218, TXN002901, ACC603, CREDIT, 9025.85, Delhi, DEV23
1772172673, TXN002902, ACC504, CREDIT, 27106.04, Kolkata, DEV12
1772172760, TXN002903, ACC601, CREDIT, 25700.93, Bangalore, DEV25
1772174111, TXN002904, ACC605, CREDIT, 13379.92, Mumbai, DEV11
1772172648, TXN002905, ACC602, DEBIT, 9501.83, Pune, DEV11
1772175162, TXN002906, ACC605, CREDIT, 16824.82, Jaipur, DEV25
1772172426, TXN002907, ACC504, DEBIT, 24862.83, Mumbai, DEV12
1772172873, TXN002908, ACC602, CREDIT, 2283.41, Delhi, DEV12
1772173272, TXN002909, ACC604, DEBIT, 16241.3, Mumbai, DEV10
1772172181, TXN002910, ACC604, DEBIT, 3214.68, Delhi, DEV22
1772173934, TXN002911, ACC502, DEBIT, 21090.77, Mumbai, DEV12
1772171717, TXN002912, ACC504, CREDIT, 20574.57, Pune, DEV23
1772174406, TXN002913, ACC505, CREDIT, 27836.79, Jaipur, DEV11
1772172695, TXN002914, ACC501, CREDIT, 13398.74, Mumbai, DEV21
1772172423, TXN002915, ACC604, CREDIT, 3056.7, Jaipur, DEV13
1772172993, TXN002916, ACC601, CREDIT, 27889.12, Jaipur, DEV25
1772174486, TXN002917, ACC501, DEBIT, 7640.52, Chennai, DEV14
1772173069, TXN002918, ACC603, DEBIT, 19376.98, Delhi, DEV14
1772173957, TXN002919, ACC605, DEBIT, 12075.43, Lucknow, DEV12
1772171908, TXN002920, ACC501, DEBIT, 12605.86, Hyderabad, DEV21
1772174753, TXN002921, ACC602, DEBIT, 6141.05, Kolkata, DEV21
1772174474, TXN002922, ACC603, DEBIT, 23012.66, Jaipur, DEV25
1772173644, TXN002923, ACC604, DEBIT, 29928, Jaipur, DEV23
1772172609, TXN002924, ACC603, CREDIT, 26279.43, Kolkata, DEV11
1772172021, TXN002925, ACC502, CREDIT, 16582.53, Delhi, DEV21
1772173366, TXN002926, ACC502, CREDIT, 16803.15, Mumbai, DEV25
1772174148, TXN002927, ACC604, CREDIT, 16641.04, Chennai, DEV25
1772174299, TXN002928, ACC602, CREDIT, 17206.8, Kolkata, DEV12
1772173668, TXN002929, ACC503, DEBIT, 7860.35, Jaipur, DEV14
1772174633, TXN002930, ACC602, DEBIT, 7993.38, Lucknow, DEV22
1772171821, TXN002931, ACC503, DEBIT, 7113.12, Jaipur, DEV13
1772174204, TXN002932, ACC601, DEBIT, 12140.23, Bangalore, DEV12
1772173902, TXN002933, ACC503, DEBIT, 1637.99, Delhi, DEV10
1772172814, TXN002934, ACC604, CREDIT, 19303.89, Hyderabad, DEV21
1772174153, TXN002935, ACC501, DEBIT, 28395.64, Jaipur, DEV23
1772173730, TXN002936, ACC501, CREDIT, 11052.02, Chennai, DEV11
1772174082, TXN002937, ACC504, CREDIT, 3848.93, Delhi, DEV13
1772172792, TXN002938, ACC503, CREDIT, 1780.47, Delhi, DEV14
1772171957, TXN002939, ACC603, DEBIT, 18828.68, Bangalore, DEV25
1772174708, TXN002940, ACC505, CREDIT, 14844.02, Chennai, DEV12
1772172953, TXN002941, ACC605, CREDIT, 2988.56, Hyderabad, DEV13
1772171859, TXN002942, ACC601, DEBIT, 3087.14, Chennai, DEV24
1772174778, TXN002943, ACC501, DEBIT, 20461.92, Chennai, DEV12
1772173196, TXN002944, ACC503, CREDIT, 10673.01, Delhi, DEV24
1772174276, TXN002945, ACC602, DEBIT, 14603.25, Pune, DEV23
1772171692, TXN002946, ACC505, CREDIT, 18913.67, Ahmedabad, DEV22
1772173968, TXN002947, ACC501, DEBIT, 9963.42, Kolkata, DEV11
1772174123, TXN002948, ACC503, DEBIT, 11269.43, Hyderabad, DEV11
1772172616, TXN002949, ACC601, CREDIT, 13243.83, Delhi, DEV22
1772172706, TXN002950, ACC601, CREDIT, 2294.37, Delhi, DEV11
1772173241, TXN002951, ACC504, CREDIT, 28302.77, Bangalore, DEV24
1772173005, TXN002952, ACC502, CREDIT, 8438.72, Mumbai, DEV23
1772172003, TXN002953, ACC504, DEBIT, 13667.54, Jaipur, DEV24
1772174946, TXN002954, ACC602, DEBIT, 21533.26, Kolkata, DEV12
1772172658, TXN002955, ACC504, DEBIT, 12895.18, Pune, DEV12
1772173152, TXN002956, ACC601, CREDIT, 2334.3, Hyderabad, DEV21
1772171861, TXN002957, ACC603, CREDIT, 27105.47, Hyderabad, DEV14
1772172772, TXN002958, ACC601, CREDIT, 15398.55, Lucknow, DEV25
1772173752, TXN002959, ACC505, DEBIT, 29607.89, Hyderabad, DEV23
1772173363, TXN002960, ACC502, CREDIT, 14465.31, Jaipur, DEV21
1772172729, TXN002961, ACC501, DEBIT, 4551.39, Ahmedabad, DEV22
1772174690, TXN002962, ACC601, CREDIT, 10493.64, Pune, DEV23
1772175126, TXN002963, ACC505, CREDIT, 27991.51, Jaipur, DEV22
1772174502, TXN002964, ACC504, CREDIT, 29873.62, Ahmedabad, DEV11
1772171661, TXN002965, ACC602, DEBIT, 16048.06, Bangalore, DEV14
1772172296, TXN002966, ACC601, DEBIT, 20056.68, Delhi, DEV10
1772172059, TXN002967, ACC602, DEBIT, 30259.49, Bangalore, DEV23
1772174750, TXN002968, ACC604, CREDIT, 24494.86, Pune, DEV10
1772172008, TXN002969, ACC603, CREDIT, 8203.43, Delhi, DEV25
1772174215, TXN002970, ACC502, CREDIT, 20230.65, Chennai, DEV23
1772174673, TXN002971, ACC504, CREDIT, 9889.31, Kolkata, DEV11
1772172170, TXN002972, ACC605, CREDIT, 9454.16, Bangalore, DEV12
1772174153, TXN002973, ACC501, DEBIT, 27589.81, Bangalore, DEV23
1772172991, TXN002974, ACC605, DEBIT, 8258.76, Jaipur, DEV14
1772172859, TXN002975, ACC503, DEBIT, 1492.09, Ahmedabad, DEV25
1772172618, TXN002976, ACC504, CREDIT, 21272.35, Mumbai, DEV21
1772173235, TXN002977, ACC603, CREDIT, 25689.93, Delhi, DEV12
1772173756, TXN002978, ACC604, DEBIT, 23019.27, Delhi, DEV24
1772175216, TXN002979, ACC605, DEBIT, 21819.88, Jaipur, DEV14
1772174520, TXN002980, ACC504, CREDIT, 12245.39, Mumbai, DEV12
1772173739, TXN002981, ACC503, CREDIT, 8577.73, Pune, DEV11
1772172582, TXN002982, ACC502, DEBIT, 16438.22, Mumbai, DEV21
1772174193, TXN002983, ACC501, CREDIT, 14776.79, Lucknow, DEV10
1772171903, TXN002984, ACC505, CREDIT, 10984.8, Lucknow, DEV25
1772172154, TXN002985, ACC603, CREDIT, 18364.79, Jaipur, DEV13
1772174011, TXN002986, ACC502, CREDIT, 22274.03, Lucknow, DEV24
1772172312, TXN002987, ACC505, CREDIT, 4817.31, Lucknow, DEV25
1772174074, TXN002988, ACC505, CREDIT, 10942.57, Pune, DEV13
1772174257, TXN002989, ACC603, DEBIT, 10554.67, Hyderabad, DEV21
1772173285, TXN002990, ACC601, DEBIT, 5511.76, Bangalore, DEV13
1772173011, TXN002991, ACC605, CREDIT, 5869.44, Chennai, DEV14
1772173724, TXN002992, ACC604, CREDIT, 15886.35, Chennai, DEV12
1772173640, TXN002993, ACC502, DEBIT, 16413.7, Jaipur, DEV23
1772174263, TXN002994, ACC603, CREDIT, 30361.22, Mumbai, DEV21
1772172257, TXN002995, ACC501, DEBIT, 4127.75, Lucknow, DEV22
1772173313, TXN002996, ACC604, CREDIT, 21507.43, Chennai, DEV23
1772174478, TXN002997, ACC502, CREDIT, 26837.4, Hyderabad, DEV14
1772175212, TXN002998, ACC505, DEBIT, 2813.56, Lucknow, DEV25
1772173504, TXN002999, ACC602, CREDIT, 8583.28, Bangalore, DEV23
1772172222, TXN003000, ACC604, DEBIT, 25366.42, Chennai, DEV13
1772172591, TXN003001, ACC605, CREDIT, 29438.3, Kolkata, DEV12
1772172221, TXN003002, ACC603, DEBIT, 4177.75, Pune, DEV11
1772171790, TXN003003, ACC503, CREDIT, 4894.08, Lucknow, DEV11
1772171876, TXN003004, ACC503, DEBIT, 21377.85, Mumbai, DEV24
1772174669, TXN003005, ACC603, CREDIT, 21857.97, Bangalore, DEV10
1772173023, TXN003006, ACC505, DEBIT, 25558.49, Jaipur, DEV22
1772172854, TXN003007, ACC603, CREDIT, 7011.05, Pune, DEV25
1772173356, TXN003008, ACC504, CREDIT, 9643.63, Pune, DEV11
1772172673, TXN003009, ACC501, DEBIT, 2410.14, Bangalore, DEV11
1772174347, TXN003010, ACC505, DEBIT, 2780.62, Jaipur, DEV24
1772174077, TXN003011, ACC501, CREDIT, 18235.48, Delhi, DEV24
1772172553, TXN003012, ACC504, CREDIT, 24722.4, Mumbai, DEV11
1772173409, TXN003013, ACC501, DEBIT, 21954.1, Hyderabad, DEV24
1772171831, TXN003014, ACC602, CREDIT, 17716.56, Mumbai, DEV25
1772173226, TXN003015, ACC503, CREDIT, 23541.59, Delhi, DEV24
1772175218, TXN003016, ACC505, DEBIT, 21120.23, Chennai, DEV21
1772171738, TXN003017, ACC601, CREDIT, 10208.57, Pune, DEV10
1772172420, TXN003018, ACC502, CREDIT, 6840.67, Bangalore, DEV14
1772173706, TXN003019, ACC604, CREDIT, 22276.7, Mumbai, DEV11
1772171827, TXN003020, ACC602, DEBIT, 16538.41, Bangalore, DEV22
1772173364, TXN003021, ACC505, DEBIT, 9926.04, Hyderabad, DEV13
1772173312, TXN003022, ACC605, CREDIT, 24176.51, Ahmedabad, DEV24
1772171884, TXN003023, ACC605, CREDIT, 20661.92, Ahmedabad, DEV23
1772172902, TXN003024, ACC605, DEBIT, 1484.39, Kolkata, DEV25
1772174244, TXN003025, ACC604, CREDIT, 18828.76, Pune, DEV22
1772173167, TXN003026, ACC505, CREDIT, 14652.74, Delhi, DEV11
1772174773, TXN003027, ACC604, DEBIT, 23977.18, Lucknow, DEV25
1772173153, TXN003028, ACC603, DEBIT, 24706.28, Mumbai, DEV12
1772175117, TXN003029, ACC504, DEBIT, 15132.9, Lucknow, DEV21
1772171708, TXN003030, ACC601, CREDIT, 9574.88, Bangalore, DEV14
1772173923, TXN003031, ACC604, DEBIT, 13640.45, Chennai, DEV11
1772174050, TXN003032, ACC605, CREDIT, 27085.32, Hyderabad, DEV12
1772174183, TXN003033, ACC505, DEBIT, 14799.39, Lucknow, DEV23
1772175220, TXN003034, ACC505, CREDIT, 6271.63, Ahmedabad, DEV24
1772174174, TXN003035, ACC604, DEBIT, 844.58, Delhi, DEV22
1772172633, TXN003036, ACC505, DEBIT, 5567.73, Bangalore, DEV22
1772173146, TXN003037, ACC503, CREDIT, 4101.01, Chennai, DEV22
1772173077, TXN003038, ACC602, CREDIT, 25724.45, Kolkata, DEV10
1772173553, TXN003039, ACC503, DEBIT, 4856.6, Mumbai, DEV23
1772173491, TXN003040, ACC603, DEBIT, 17351.86, Delhi, DEV11
1772172766, TXN003041, ACC501, DEBIT, 12400.9, Jaipur, DEV14
1772173825, TXN003042, ACC501, DEBIT, 8203.38, Delhi, DEV23
1772172015, TXN003043, ACC504, DEBIT, 30216.76, Jaipur, DEV22
1772174131, TXN003044, ACC602, DEBIT, 25249.17, Lucknow, DEV12
1772175006, TXN003045, ACC601, DEBIT, 16428.85, Mumbai, DEV11
1772175218, TXN003046, ACC503, DEBIT, 17455.38, Ahmedabad, DEV24
1772172647, TXN003047, ACC605, DEBIT, 26236.6, Pune, DEV11
1772174144, TXN003048, ACC603, CREDIT, 1943.79, Lucknow, DEV24
1772172662, TXN003049, ACC604, DEBIT, 24792.45, Bangalore, DEV11
1772173922, TXN003050, ACC501, DEBIT, 14689.47, Lucknow, DEV10
1772173056, TXN003051, ACC505, CREDIT, 3052.1, Jaipur, DEV22
1772173488, TXN003052, ACC503, DEBIT, 15142.77, Mumbai, DEV13
